track_file; timestamp of the run; had_video; was_guided; was_force_merge_allowed; distance_from_calculated_arena; max_trace_gap; min_trace_length; bee_max_step_len; bee_max_step_len_per_frame; max_trace_gap_to_interpolate_distance; max_step_distance_to_merge_overlapping_traces; force_merge_vicinity; screen_size; loaded traces; inside arena; zero length; jumps forth and back fixed; traces swapped; after first gaps and redundant; after merging overlapping traces; population size 
../data/Video_tracking/190906/20190906_155121999_2BEES_generated_20210607_101833_nn.csv; 2022-11-16 15:31:02.262108; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 27; 27; 14; 1; 0; 7; 7; 2
../data/Video_tracking/190906/20190906_155121999_2BEES_generated_20210607_101833_nn.csv; 2022-11-23 18:17:09.538300; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 27; 27; 19; 1; 0; 8; 8; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-24 22:58:02.829194; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 653; 653; ; 6; 0; 84; 81; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-25 16:32:30.698193; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 653; 653; ; 6; 0; 25; 23; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-25 18:11:05.924155; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 653; 653; ; 6; 0; 65; 62; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-26 14:02:11.803096; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 65; 62; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-26 15:23:37.750303; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 65; 65; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-27 17:43:52.449115; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 84; 82; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-27 18:34:40.714911; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 84; 44; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-31 13:11:14.191847; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 172; 96; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-10-31 15:11:25.076143; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 653; 653; 493; 6; 0; 172; 96; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-11-15 17:47:05.082397; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 653; 653; 180; 6; 0; 137; 77; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-11-16 15:31:09.502271; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 653; 653; 51; 6; 0; 38; 20; 2
../data/Video_tracking/190916/20190916_161941067_2BEES_generated_20210618_075432_nn.csv; 2022-11-23 18:17:22.840917; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 653; 653; 463; 6; 0; 171; 96; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-24 22:58:10.496163; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 28; 28; ; 2; 0; 18; 16; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-25 16:32:32.728519; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 28; 28; ; 2; 0; 14; 12; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-25 18:11:07.743296; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 28; 28; ; 2; 0; 18; 16; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-26 14:02:13.664565; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 28; 28; 26; 2; 0; 18; 16; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-27 17:43:54.384669; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 28; 28; 26; 2; 0; 18; 16; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-27 18:34:43.460056; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 28; 28; 26; 2; 0; 18; 15; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-31 13:11:16.245899; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 28; 28; 26; 2; 0; 11; 8; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-10-31 15:11:26.852375; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 28; 28; 26; 2; 0; 11; 8; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-11-15 17:47:07.228618; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 28; 28; 21; 2; 0; 8; 5; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-11-16 15:31:11.664072; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 28; 28; 14; 2; 0; 11; 8; 2
../data/Video_tracking/190916/20190916_164302025_2BEES_generated_20210618_095944_nn.csv; 2022-11-23 18:17:25.453211; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 28; 28; 24; 2; 0; 11; 8; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-24 22:58:50.286978; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 54; 54; ; 1; 0; 19; 7; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-25 16:32:35.130525; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 54; 54; ; 1; 0; 9; 2; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-25 18:11:09.723002; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 54; 54; ; 1; 0; 17; 5; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-26 14:02:15.876278; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 54; 54; 38; 1; 0; 17; 5; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-27 17:43:56.430124; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 54; 54; 38; 1; 0; 19; 13; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-27 18:34:46.610647; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 54; 54; 38; 1; 0; 19; 6; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-31 13:11:18.542785; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 54; 54; 38; 1; 0; 24; 9; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-10-31 15:11:29.078196; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 54; 54; 38; 1; 0; 24; 9; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-11-15 17:47:09.570134; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 54; 54; 34; 1; 0; 21; 6; 2
../data/Video_tracking/190917/20190917_110943703_2BEES_generated_20210809_091448_nn.csv; 2022-11-16 15:31:14.394862; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 54; 54; 30; 1; 0; 23; 5; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-24 22:59:15.446199; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 60; 60; ; 3; 0; 16; 14; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-25 16:32:37.663967; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 60; 60; ; 3; 0; 3; 3; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-25 18:11:11.944064; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 60; 60; ; 3; 0; 3; 3; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-26 14:02:18.164583; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 60; 60; 56; 3; 0; 3; 3; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-27 17:43:58.751747; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 60; 60; 56; 3; 0; 16; 14; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-27 18:34:50.049343; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 60; 60; 56; 3; 0; 16; 14; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-31 13:11:22.099267; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 60; 60; 56; 3; 0; 55; 33; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-10-31 15:11:32.661357; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 60; 60; 56; 3; 0; 55; 33; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-11-15 17:47:13.426285; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 60; 60; 36; 3; 0; 36; 14; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-11-16 15:31:17.513512; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 60; 60; 29; 3; 0; 29; 9; 2
../data/Video_tracking/190918/20190918_112137922_2BEES_generated_20210907_082919_nn.csv; 2022-11-23 18:17:32.158029; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 60; 60; 53; 3; 0; 53; 31; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-24 22:59:52.280013; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 91; 91; ; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-25 16:32:39.916899; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 91; 91; ; 1; 0; 57; 57; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-25 18:11:13.742249; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 91; 91; ; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-26 14:02:19.942370; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 91; 91; 76; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-27 17:44:00.616488; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 91; 91; 76; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-27 18:34:52.515674; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 91; 91; 76; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-31 13:11:23.953536; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 91; 91; 76; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-10-31 15:11:34.363667; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 91; 91; 76; 1; 0; 62; 62; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-11-15 17:47:15.585568; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 91; 91; 58; 1; 0; 51; 47; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-11-16 15:31:19.570576; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 91; 91; 46; 1; 0; 40; 39; 2
../data/Video_tracking/190919/20190919_111450677_2BEES_generated_20210908_084940_nn.csv; 2022-11-23 18:17:34.300224; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 91; 91; 68; 1; 0; 56; 56; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-24 23:00:00.648995; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 319; 319; ; 5; 0; 80; 73; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-25 16:32:42.046373; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 319; 319; ; 5; 0; 17; 15; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-25 18:11:15.754876; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 319; 319; ; 5; 0; 81; 75; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-26 14:02:22.113202; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 81; 75; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-26 15:23:48.478569; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 81; 77; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-27 17:44:02.769469; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 80; 74; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-27 18:34:55.941218; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 80; 56; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-31 13:11:26.618296; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 83; 57; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-10-31 15:11:36.916107; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 319; 319; 189; 5; 0; 83; 57; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-11-15 17:47:17.749320; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 319; 319; 62; 5; 0; 44; 31; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-11-16 15:31:21.806141; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 319; 319; 28; 5; 0; 23; 17; 2
../data/Video_tracking/190919/20190919_144516547_2BEES_generated_20210909_084032_nn.csv; 2022-11-23 18:17:37.835296; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 319; 319; 180; 5; 0; 83; 57; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-24 23:00:28.327451; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 747; 747; ; 19; 0; 64; 30; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-25 16:32:46.644992; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 747; 747; ; 19; 0; 39; 16; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-25 18:11:19.778115; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 747; 747; ; 19; 0; 59; 28; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-26 14:02:26.223753; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 59; 27; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-26 15:23:52.974855; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 59; 42; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-27 17:44:07.239127; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 64; 44; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-27 18:35:03.789235; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 64; 4; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-31 13:11:32.001661; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 65; 4; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-10-31 15:11:42.177937; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 747; 747; 609; 19; 0; 65; 4; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-11-15 17:47:21.947674; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 747; 747; 314; 19; 0; 61; 4; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-11-16 15:31:24.324148; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 747; 747; 99; 17; 0; 54; 39; 2
../data/Video_tracking/190919/20190919_151934478_2BEES_generated_20210909_085536_nn.csv; 2022-11-23 16:52:09.977246; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 747; 747; 602; 19; 0; 65; 4; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-24 23:00:37.343934; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 83; 83; ; 3; 0; 40; 37; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-25 16:32:48.854242; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 83; 83; ; 3; 0; 40; 37; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-25 18:11:21.643133; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 83; 83; ; 3; 0; 40; 37; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-26 14:02:28.099154; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 40; 37; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-26 15:23:54.794934; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 40; 39; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-27 17:44:09.200671; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 40; 39; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-27 18:35:07.428040; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; 200; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 40; 32; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-31 13:11:35.009156; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 200; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 46; 32; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-10-31 15:11:44.899043; Unknown; Unknown; Unknown; 50; 100; ; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 83; 83; 65; 3; 0; 46; 32; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-11-15 17:47:24.986589; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 83; 83; 54; 3; 0; 40; 27; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-11-16 15:31:27.461115; Unknown; Unknown; Unknown; 50; 100; 100; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 83; 83; 50; 3; 0; 48; 27; 2
../data/Video_tracking/190920/20190920_113115350_2BEES_generated_20210909_101941_nn.csv; 2022-11-23 17:19:03.138780; Unknown; Unknown; Unknown; 50; 100; 26; 50; 70; 20; 150; 120; 0; [[0, 900], [0, 900]]; 83; 83; 62; 3; 0; 45; 31; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-24 23:00:53.960402; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 85; 85; ; 3; 0; 31; 26; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-25 16:32:50.993167; Unknown; Unknown; Unknown; 50; 500; ; 1; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 85; 85; ; 3; 0; 32; 30; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-25 18:11:23.692619; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 85; 85; ; 3; 0; 29; 24; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-26 14:02:30.066566; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 85; 85; 77; 3; 0; 29; 24; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-26 15:23:56.900712; Unknown; Unknown; Unknown; 50; 200; ; 10; 50; 28; 100; 230; ; [[0, 900], [0, 900]]; 85; 85; 77; 3; 0; 29; 25; 2
../data/Video_tracking/190920/20190920_151014398_2BEES_generated_20210910_084442_nn.csv; 2022-10-27 17:44:11.178131; Unknown; Unknown; Unknown; 53; 150; ; 10; 50; 28; 100; 200; ; [[0, 900], [0, 900]]; 85; 85; 77; 3; 0; 31; 27; 2
